,expl,name,time,value
0,온도,2200-ME001,2024-07-25 13:54,29.5
1,습도,2200-ME002,2024-07-25 13:54,72.8
2,강우량,2200-ME003,2024-07-25 13:51,0.0
3,풍속,2200-ME005,2024-07-25 13:54,0.9
4,풍향,2200-ME006,2024-07-25 13:54,204.3
